seqid,source,type,start,end,score,strand,phase,attributes
2D,IWGSC,gene,609480133.0,609487252.0,.,-,.,ID=gene:TraesCS2D02G520000;biotype=protein_coding;description=Bifunctional dihydrofolate reductase-thymidylate synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A341RIX9];gene_id=TraesCS2D02G520000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,609552232.0,609555029.0,.,+,.,ID=gene:TraesCS2D02G520400;biotype=protein_coding;gene_id=TraesCS2D02G520400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,610043251.0,610044797.0,.,-,.,ID=gene:TraesCS2D02G521300;biotype=protein_coding;gene_id=TraesCS2D02G521300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,610276851.0,610282317.0,.,-,.,ID=gene:TraesCS2D02G521400;biotype=protein_coding;gene_id=TraesCS2D02G521400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,610288258.0,610292643.0,.,+,.,ID=gene:TraesCS2D02G521500;biotype=protein_coding;description=Glutamyl-tRNA(Gln) amidotransferase subunit A%2C chloroplastic/mitochondrial [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UMA6];gene_id=TraesCS2D02G521500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,611211965.0,611212984.0,.,+,.,ID=gene:TraesCS2D02G522500;biotype=protein_coding;gene_id=TraesCS2D02G522500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,611871421.0,611874752.0,.,-,.,ID=gene:TraesCS2D02G523000;biotype=protein_coding;gene_id=TraesCS2D02G523000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,612534919.0,612536365.0,.,+,.,ID=gene:TraesCS2D02G524000;biotype=protein_coding;description=Pectinesterase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5USX2];gene_id=TraesCS2D02G524000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,616455106.0,616455448.0,.,-,.,ID=gene:TraesCS2D02G528600;biotype=protein_coding;gene_id=TraesCS2D02G528600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,616927425.0,616928377.0,.,-,.,ID=gene:TraesCS2D02G529900;biotype=protein_coding;gene_id=TraesCS2D02G529900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,617071698.0,617073840.0,.,-,.,ID=gene:TraesCS2D02G530700;biotype=protein_coding;gene_id=TraesCS2D02G530700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618700523.0,618701353.0,.,+,.,ID=gene:TraesCS2D02G536100;biotype=protein_coding;gene_id=TraesCS2D02G536100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635593374.0,635597307.0,.,-,.,ID=gene:TraesCS2D02G566400;biotype=protein_coding;gene_id=TraesCS2D02G566400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635597602.0,635601741.0,.,-,.,ID=gene:TraesCS2D02G566500;biotype=protein_coding;description=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UU24];gene_id=TraesCS2D02G566500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635759044.0,635760568.0,.,-,.,ID=gene:TraesCS2D02G566800;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UJX6];gene_id=TraesCS2D02G566800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635780202.0,635783874.0,.,+,.,ID=gene:TraesCS2D02G567000;biotype=protein_coding;gene_id=TraesCS2D02G567000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635870416.0,635876393.0,.,+,.,ID=gene:TraesCS2D02G567500;biotype=protein_coding;gene_id=TraesCS2D02G567500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,636354581.0,636356332.0,.,+,.,ID=gene:TraesCS2D02G568200;biotype=protein_coding;gene_id=TraesCS2D02G568200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,636372277.0,636373865.0,.,+,.,ID=gene:TraesCS2D02G568300;biotype=protein_coding;gene_id=TraesCS2D02G568300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,636520744.0,636528338.0,.,+,.,ID=gene:TraesCS2D02G568400;biotype=protein_coding;gene_id=TraesCS2D02G568400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,636599764.0,636603311.0,.,-,.,ID=gene:TraesCS2D02G568600;biotype=protein_coding;gene_id=TraesCS2D02G568600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,637421664.0,637423296.0,.,-,.,ID=gene:TraesCS2D02G569700;biotype=protein_coding;description=Protein STAY-GREEN LIKE%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G44000) UniProtKB/Swiss-Prot%3BAcc:Q94AQ9];gene_id=TraesCS2D02G569700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,637423776.0,637427870.0,.,-,.,ID=gene:TraesCS2D02G569800;biotype=protein_coding;description=Proteinaceous RNase P 1%2C chloroplastic/mitochondrial [Source:Projected from Arabidopsis thaliana (AT2G32230) UniProtKB/Swiss-Prot%3BAcc:Q66GI4];gene_id=TraesCS2D02G569800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,637429872.0,637433819.0,.,-,.,ID=gene:TraesCS2D02G569900;biotype=protein_coding;gene_id=TraesCS2D02G569900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,638309703.0,638310137.0,.,-,.,ID=gene:TraesCS2D02G572300;biotype=protein_coding;gene_id=TraesCS2D02G572300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,638438034.0,638440231.0,.,+,.,ID=gene:TraesCS2D02G573300;biotype=protein_coding;gene_id=TraesCS2D02G573300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,638504936.0,638507131.0,.,-,.,ID=gene:TraesCS2D02G573400;biotype=protein_coding;gene_id=TraesCS2D02G573400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,638804298.0,638807111.0,.,+,.,ID=gene:TraesCS2D02G574000;biotype=protein_coding;gene_id=TraesCS2D02G574000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,639359719.0,639364072.0,.,-,.,ID=gene:TraesCS2D02G575000;biotype=protein_coding;gene_id=TraesCS2D02G575000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,648238204.0,648242750.0,.,-,.,ID=gene:TraesCS2D02G594400;Name=GLU1C;biotype=protein_coding;description=4-hydroxy-7-methoxy-3-oxo-3%2C4-dihydro-2H-1%2C4-benzoxazin-2-yl glucoside beta-D-glucosidase 1c%2C chloroplastic [Source:UniProtKB/Swiss-Prot%3BAcc:Q1XH04];gene_id=TraesCS2D02G594400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,650322293.0,650324643.0,.,-,.,ID=gene:TraesCS2D02G598000;biotype=protein_coding;description=Glutathione peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A341RLE4];gene_id=TraesCS2D02G598000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,177219.0,179017.0,.,-,.,ID=gene:TraesCS3A02G000600;biotype=protein_coding;gene_id=TraesCS3A02G000600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,437746.0,441793.0,.,+,.,ID=gene:TraesCS3A02G001200;biotype=protein_coding;gene_id=TraesCS3A02G001200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,1304381.0,1309289.0,.,+,.,ID=gene:TraesCS3A02G001700;biotype=protein_coding;gene_id=TraesCS3A02G001700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,1313066.0,1315898.0,.,-,.,ID=gene:TraesCS3A02G001800;biotype=protein_coding;gene_id=TraesCS3A02G001800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,8587928.0,8594001.0,.,+,.,ID=gene:TraesCS3A02G009400;biotype=protein_coding;gene_id=TraesCS3A02G009400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,10823802.0,10826285.0,.,-,.,ID=gene:TraesCS3A02G016600;biotype=protein_coding;gene_id=TraesCS3A02G016600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,11408729.0,11415989.0,.,-,.,ID=gene:TraesCS3A02G018100;biotype=protein_coding;gene_id=TraesCS3A02G018100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,11457283.0,11459162.0,.,-,.,ID=gene:TraesCS3A02G018300;biotype=protein_coding;gene_id=TraesCS3A02G018300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,11891585.0,11895285.0,.,-,.,ID=gene:TraesCS3A02G019900;biotype=protein_coding;gene_id=TraesCS3A02G019900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,12318322.0,12323653.0,.,+,.,ID=gene:TraesCS3A02G021500;biotype=protein_coding;gene_id=TraesCS3A02G021500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,12375906.0,12383433.0,.,+,.,ID=gene:TraesCS3A02G021600;biotype=protein_coding;gene_id=TraesCS3A02G021600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,13404835.0,13407376.0,.,-,.,ID=gene:TraesCS3A02G025200;biotype=protein_coding;description=E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6RRN2];gene_id=TraesCS3A02G025200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,13409567.0,13411244.0,.,+,.,ID=gene:TraesCS3A02G025300;biotype=protein_coding;gene_id=TraesCS3A02G025300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,19275574.0,19307908.0,.,+,.,ID=gene:TraesCS3A02G033400;biotype=protein_coding;gene_id=TraesCS3A02G033400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,20325413.0,20329973.0,.,+,.,ID=gene:TraesCS3A02G037600;biotype=protein_coding;gene_id=TraesCS3A02G037600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,20771629.0,20773382.0,.,+,.,ID=gene:TraesCS3A02G038900;biotype=protein_coding;gene_id=TraesCS3A02G038900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,21213339.0,21216022.0,.,-,.,ID=gene:TraesCS3A02G040500;biotype=protein_coding;gene_id=TraesCS3A02G040500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,25114790.0,25118577.0,.,-,.,ID=gene:TraesCS3A02G047500;biotype=protein_coding;gene_id=TraesCS3A02G047500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,33423143.0,33427544.0,.,-,.,ID=gene:TraesCS3A02G057400;biotype=protein_coding;gene_id=TraesCS3A02G057400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,59424278.0,59435904.0,.,+,.,ID=gene:TraesCS3A02G093000;biotype=protein_coding;gene_id=TraesCS3A02G093000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,66216320.0,66220517.0,.,+,.,ID=gene:TraesCS3A02G102100;biotype=protein_coding;gene_id=TraesCS3A02G102100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,109867886.0,109869204.0,.,+,.,ID=gene:TraesCS3A02G132700;biotype=protein_coding;gene_id=TraesCS3A02G132700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,146601447.0,146609605.0,.,-,.,ID=gene:TraesCS3A02G154900;biotype=protein_coding;description=RING-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VGG9];gene_id=TraesCS3A02G154900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,156230024.0,156235947.0,.,-,.,ID=gene:TraesCS3A02G158400;biotype=protein_coding;gene_id=TraesCS3A02G158400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,170383582.0,170384120.0,.,-,.,ID=gene:TraesCS3A02G165100;biotype=protein_coding;gene_id=TraesCS3A02G165100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,212531004.0,212534124.0,.,-,.,ID=gene:TraesCS3A02G183100;biotype=protein_coding;gene_id=TraesCS3A02G183100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,430775421.0,430779657.0,.,+,.,ID=gene:TraesCS3A02G230500;biotype=protein_coding;gene_id=TraesCS3A02G230500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,431127843.0,431128415.0,.,-,.,ID=gene:TraesCS3A02G231100;biotype=protein_coding;gene_id=TraesCS3A02G231100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,437634545.0,437643982.0,.,+,.,ID=gene:TraesCS3A02G233900;biotype=protein_coding;gene_id=TraesCS3A02G233900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,441850293.0,441866314.0,.,-,.,ID=gene:TraesCS3A02G236500;biotype=protein_coding;gene_id=TraesCS3A02G236500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509249928.0,509251838.0,.,-,.,ID=gene:TraesCS3A02G279800;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VF33];gene_id=TraesCS3A02G279800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,519082842.0,519086016.0,.,-,.,ID=gene:TraesCS3A02G290100;biotype=protein_coding;gene_id=TraesCS3A02G290100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,550632747.0,550650660.0,.,-,.,ID=gene:TraesCS3A02G311500;biotype=protein_coding;description=RNA-dependent RNA polymerase [Source:UniProtKB/TrEMBL%3BAcc:A0A341RY81];gene_id=TraesCS3A02G311500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,557421892.0,557422774.0,.,-,.,ID=gene:TraesCS3A02G317000;biotype=protein_coding;description=Vacuolar protein sorting-associated protein 28 homolog [Source:UniProtKB/TrEMBL%3BAcc:A0A341RYF0];gene_id=TraesCS3A02G317000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,565351615.0,565357417.0,.,+,.,ID=gene:TraesCS3A02G321700;biotype=protein_coding;gene_id=TraesCS3A02G321700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,624184553.0,624186356.0,.,-,.,ID=gene:TraesCS3A02G374700;biotype=protein_coding;gene_id=TraesCS3A02G374700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,658292043.0,658293424.0,.,-,.,ID=gene:TraesCS3A02G414900;biotype=protein_coding;gene_id=TraesCS3A02G414900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,658905322.0,658906992.0,.,-,.,ID=gene:TraesCS3A02G416200;biotype=protein_coding;gene_id=TraesCS3A02G416200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,659524576.0,659529709.0,.,+,.,ID=gene:TraesCS3A02G417200;biotype=protein_coding;description=Aldehyde/histidinol dehydrogenase domain containing protein [Source: Projected from Oryza sativa (Os01g0591000)];gene_id=TraesCS3A02G417200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,694956680.0,694959233.0,.,-,.,ID=gene:TraesCS3A02G457300;biotype=protein_coding;gene_id=TraesCS3A02G457300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,695502262.0,695508401.0,.,-,.,ID=gene:TraesCS3A02G458100;biotype=protein_coding;gene_id=TraesCS3A02G458100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,710794202.0,710795815.0,.,+,.,ID=gene:TraesCS3A02G478700;biotype=protein_coding;gene_id=TraesCS3A02G478700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,711056566.0,711061191.0,.,+,.,ID=gene:TraesCS3A02G479400;biotype=protein_coding;gene_id=TraesCS3A02G479400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,711077944.0,711078848.0,.,-,.,ID=gene:TraesCS3A02G479600;biotype=protein_coding;gene_id=TraesCS3A02G479600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,711135847.0,711143538.0,.,+,.,ID=gene:TraesCS3A02G479800;biotype=protein_coding;gene_id=TraesCS3A02G479800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,718555075.0,718557561.0,.,-,.,ID=gene:TraesCS3A02G491400;biotype=protein_coding;gene_id=TraesCS3A02G491400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,719991629.0,719997385.0,.,+,.,ID=gene:TraesCS3A02G493700;biotype=protein_coding;gene_id=TraesCS3A02G493700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,720435255.0,720437338.0,.,+,.,ID=gene:TraesCS3A02G494400;biotype=protein_coding;gene_id=TraesCS3A02G494400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,730848981.0,730851653.0,.,-,.,ID=gene:TraesCS3A02G511000;biotype=protein_coding;gene_id=TraesCS3A02G511000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,732237747.0,732241513.0,.,-,.,ID=gene:TraesCS3A02G512600;biotype=protein_coding;gene_id=TraesCS3A02G512600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,732299683.0,732302999.0,.,+,.,ID=gene:TraesCS3A02G512700;biotype=protein_coding;gene_id=TraesCS3A02G512700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,744055472.0,744058792.0,.,+,.,ID=gene:TraesCS3A02G530900;biotype=protein_coding;gene_id=TraesCS3A02G530900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2296534.0,2299603.0,.,+,.,ID=gene:TraesCS3B02G003200;biotype=protein_coding;gene_id=TraesCS3B02G003200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2308380.0,2311241.0,.,+,.,ID=gene:TraesCS3B02G003300;biotype=protein_coding;gene_id=TraesCS3B02G003300;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2516341.0,2521111.0,.,+,.,ID=gene:TraesCS3B02G004700;biotype=protein_coding;description=Chaperone protein dnaJ 50 [Source:Projected from Arabidopsis thaliana (AT1G61770) UniProtKB/Swiss-Prot%3BAcc:Q8GUN6];gene_id=TraesCS3B02G004700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2883520.0,2885827.0,.,+,.,ID=gene:TraesCS3B02G004800;biotype=protein_coding;gene_id=TraesCS3B02G004800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3307037.0,3308316.0,.,-,.,ID=gene:TraesCS3B02G006300;biotype=protein_coding;gene_id=TraesCS3B02G006300;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3407143.0,3409183.0,.,+,.,ID=gene:TraesCS3B02G006500;biotype=protein_coding;gene_id=TraesCS3B02G006500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,4553317.0,4554575.0,.,+,.,ID=gene:TraesCS3B02G009600;biotype=protein_coding;gene_id=TraesCS3B02G009600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,4780520.0,4783479.0,.,+,.,ID=gene:TraesCS3B02G010300;biotype=protein_coding;gene_id=TraesCS3B02G010300;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5230206.0,5234785.0,.,-,.,ID=gene:TraesCS3B02G011800;biotype=protein_coding;gene_id=TraesCS3B02G011800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,6250392.0,6253500.0,.,-,.,ID=gene:TraesCS3B02G014900;biotype=protein_coding;gene_id=TraesCS3B02G014900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,9090142.0,9094049.0,.,+,.,ID=gene:TraesCS3B02G021400;biotype=protein_coding;gene_id=TraesCS3B02G021400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,16457625.0,16463204.0,.,-,.,ID=gene:TraesCS3B02G034600;biotype=protein_coding;gene_id=TraesCS3B02G034600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,17595164.0,17602305.0,.,-,.,ID=gene:TraesCS3B02G035800;biotype=protein_coding;gene_id=TraesCS3B02G035800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,17613806.0,17616785.0,.,+,.,ID=gene:TraesCS3B02G035900;biotype=protein_coding;gene_id=TraesCS3B02G035900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,17997657.0,17998052.0,.,+,.,ID=gene:TraesCS3B02G036900;biotype=protein_coding;gene_id=TraesCS3B02G036900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,18155735.0,18156633.0,.,+,.,ID=gene:TraesCS3B02G037400;biotype=protein_coding;gene_id=TraesCS3B02G037400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,19263438.0,19270330.0,.,-,.,ID=gene:TraesCS3B02G039900;biotype=protein_coding;gene_id=TraesCS3B02G039900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,19394360.0,19396966.0,.,-,.,ID=gene:TraesCS3B02G040100;biotype=protein_coding;gene_id=TraesCS3B02G040100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,19876841.0,19878956.0,.,+,.,ID=gene:TraesCS3B02G040400;biotype=protein_coding;gene_id=TraesCS3B02G040400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,22129256.0,22130588.0,.,-,.,ID=gene:TraesCS3B02G042800;biotype=protein_coding;gene_id=TraesCS3B02G042800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,22524391.0,22525008.0,.,-,.,ID=gene:TraesCS3B02G044400;biotype=protein_coding;gene_id=TraesCS3B02G044400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,23182497.0,23193752.0,.,+,.,ID=gene:TraesCS3B02G045900;biotype=protein_coding;gene_id=TraesCS3B02G045900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,25273924.0,25276372.0,.,+,.,ID=gene:TraesCS3B02G050500;biotype=protein_coding;gene_id=TraesCS3B02G050500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,31105028.0,31108804.0,.,-,.,ID=gene:TraesCS3B02G059700;biotype=protein_coding;gene_id=TraesCS3B02G059700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,31812867.0,31813800.0,.,-,.,ID=gene:TraesCS3B02G060100;biotype=protein_coding;gene_id=TraesCS3B02G060100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,39455183.0,39459872.0,.,+,.,ID=gene:TraesCS3B02G066100;biotype=protein_coding;gene_id=TraesCS3B02G066100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,39460072.0,39464202.0,.,-,.,ID=gene:TraesCS3B02G066200;biotype=protein_coding;description=Protein DAMAGED DNA-BINDING 2 [Source:Projected from Arabidopsis thaliana (AT5G58760) UniProtKB/Swiss-Prot%3BAcc:Q6NQ88];gene_id=TraesCS3B02G066200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,44282750.0,44284540.0,.,-,.,ID=gene:TraesCS3B02G073700;biotype=protein_coding;gene_id=TraesCS3B02G073700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,47208256.0,47211366.0,.,-,.,ID=gene:TraesCS3B02G076600;biotype=protein_coding;gene_id=TraesCS3B02G076600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,49748062.0,49754522.0,.,-,.,ID=gene:TraesCS3B02G078600;biotype=protein_coding;description=actin-related protein 5 [Source:Projected from Arabidopsis thaliana (AT3G12380) TAIR%3BAcc:AT3G12380];gene_id=TraesCS3B02G078600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,70965345.0,70979945.0,.,+,.,ID=gene:TraesCS3B02G104500;biotype=protein_coding;gene_id=TraesCS3B02G104500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,79298598.0,79301474.0,.,-,.,ID=gene:TraesCS3B02G113400;biotype=protein_coding;gene_id=TraesCS3B02G113400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,82851229.0,82854496.0,.,-,.,ID=gene:TraesCS3B02G116500;biotype=protein_coding;gene_id=TraesCS3B02G116500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,133818631.0,133823762.0,.,-,.,ID=gene:TraesCS3B02G145500;biotype=protein_coding;gene_id=TraesCS3B02G145500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,243250054.0,243251564.0,.,-,.,ID=gene:TraesCS3B02G207700;biotype=protein_coding;gene_id=TraesCS3B02G207700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,344949775.0,345012641.0,.,-,.,ID=gene:TraesCS3B02G230400;biotype=protein_coding;gene_id=TraesCS3B02G230400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,345689257.0,345713953.0,.,+,.,ID=gene:TraesCS3B02G230500;biotype=protein_coding;gene_id=TraesCS3B02G230500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,364538950.0,364546836.0,.,+,.,ID=gene:TraesCS3B02G234000;biotype=protein_coding;gene_id=TraesCS3B02G234000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,406538651.0,406550004.0,.,+,.,ID=gene:TraesCS3B02G253200;biotype=protein_coding;gene_id=TraesCS3B02G253200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,416031810.0,416034803.0,.,-,.,ID=gene:TraesCS3B02G258100;biotype=protein_coding;description=PE11 [Source:Projected from Arabidopsis thaliana (AT2G21610) UniProtKB/TrEMBL%3BAcc:A0A178W118];gene_id=TraesCS3B02G258100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,417371756.0,417376397.0,.,+,.,ID=gene:TraesCS3B02G259500;biotype=protein_coding;gene_id=TraesCS3B02G259500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,419761868.0,419766546.0,.,+,.,ID=gene:TraesCS3B02G261500;biotype=protein_coding;gene_id=TraesCS3B02G261500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,466256736.0,466265442.0,.,+,.,ID=gene:TraesCS3B02G290700;biotype=protein_coding;gene_id=TraesCS3B02G290700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,466613846.0,466621511.0,.,-,.,ID=gene:TraesCS3B02G291000;biotype=protein_coding;gene_id=TraesCS3B02G291000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,541202826.0,541207216.0,.,-,.,ID=gene:TraesCS3B02G335100;biotype=protein_coding;description=Isopentenyl phosphate kinase [Source:Projected from Arabidopsis thaliana (AT1G26640) UniProtKB/Swiss-Prot%3BAcc:Q8H1F7];gene_id=TraesCS3B02G335100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,541207452.0,541211989.0,.,+,.,ID=gene:TraesCS3B02G335200;biotype=protein_coding;gene_id=TraesCS3B02G335200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,550729738.0,550732834.0,.,+,.,ID=gene:TraesCS3B02G342900;biotype=protein_coding;description=Signal recognition particle 54 kDa protein [Source:UniProtKB/TrEMBL%3BAcc:A0A077REV4];gene_id=TraesCS3B02G342900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,568394530.0,568397445.0,.,+,.,ID=gene:TraesCS3B02G357700;biotype=protein_coding;gene_id=TraesCS3B02G357700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,569596276.0,569601049.0,.,+,.,ID=gene:TraesCS3B02G357900;biotype=protein_coding;gene_id=TraesCS3B02G357900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,580035062.0,580039174.0,.,-,.,ID=gene:TraesCS3B02G367800;biotype=protein_coding;gene_id=TraesCS3B02G367800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,580351029.0,580353106.0,.,-,.,ID=gene:TraesCS3B02G368200;biotype=protein_coding;gene_id=TraesCS3B02G368200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,581335413.0,581341244.0,.,-,.,ID=gene:TraesCS3B02G369300;biotype=protein_coding;gene_id=TraesCS3B02G369300;logic_name=iwgsc_high_conf
